ID,Review,Link,Sentiment
226,,https://www.aliexpress.com/item/1005006422704079.html?algo_pvid=929448dc-4f95-40ab-9765-ba6f63426310&algo_exp_id=929448dc-4f95-40ab-9765-ba6f63426310-2&pdp_npi=4%40dis%21PKR%212606.34%211433.58%21%21%2167.65%2137.21%21%40210101f517317821840102366eccbd%2112000037109227334%21sea%21PK%210%21ABX&curPageLogUid=RnTLwZhUMXNF&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
227,,https://www.aliexpress.com/item/1005006586567267.html?algo_pvid=929448dc-4f95-40ab-9765-ba6f63426310&algo_exp_id=929448dc-4f95-40ab-9765-ba6f63426310-5&pdp_npi=4%40dis%21PKR%2118724.84%2110111.38%21%21%21486.02%21262.45%21%40210101f517317821840102366eccbd%2112000037737393675%21sea%21PK%210%21ABX&curPageLogUid=xOE153Y05zpp&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
228,,https://www.aliexpress.com/item/1005007032718472.html?algo_pvid=929448dc-4f95-40ab-9765-ba6f63426310&algo_exp_id=929448dc-4f95-40ab-9765-ba6f63426310-6&pdp_npi=4%40dis%21PKR%212334.73%211074.13%21%21%2160.60%2127.88%21%40210101f517317821840102366eccbd%2112000039160218437%21sea%21PK%210%21ABX&curPageLogUid=Wv0otcTDBlwE&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
229,"10,000 won crazy price rain 200-12800DPI can be set More cool design even compared to very satisfied cart Kone pure SELVery light Mause, not so premium material but good, good adjustable dpi I give it 9 out of 10.Perfect and fastperfectExcellent mouse with high sensitivity, I recommendComplies with the indicatedAll good!It appears to Me as delivered when it was not delivered to me, a terrible postman who, in addition to lying that was given to me, took several months, terrible delivery serviceWire Misha does not inspire confidence, let's see how it will be in operation",https://www.aliexpress.com/item/1005007225285416.html?algo_pvid=929448dc-4f95-40ab-9765-ba6f63426310&aem_p4p_detail=202411161036241489448807527200002833565&algo_exp_id=929448dc-4f95-40ab-9765-ba6f63426310-7&pdp_npi=4%40dis%21PKR%2110860.73%214670.23%21%21%21281.90%21121.22%21%40210101f517317821840102366eccbd%2112000039872391605%21sea%21PK%210%21ABX&curPageLogUid=ixd84mYOsI06&utparam-url=scene%3Asearch%7Cquery_from%3A&search_p4p_id=202411161036241489448807527200002833565_2,Positive
230,,https://www.aliexpress.com/item/1005005768561906.html?algo_pvid=929448dc-4f95-40ab-9765-ba6f63426310&algo_exp_id=929448dc-4f95-40ab-9765-ba6f63426310-10&pdp_npi=4%40dis%21PKR%218546.81%214016.82%21%21%21221.84%21104.26%21%40210101f517317821840102366eccbd%2112000034282900081%21sea%21PK%210%21ABX&curPageLogUid=V04DDfjvG1p1&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
231,"Great product, impeccable quality. Nice and nice to pick up. Recommend seller and store. FazoeliThe wireless mouse is excellent, with fast response, ergonomic design and long battery life, ideal for daily use and games.Everything arrived in order and working perfectly, good mouse, tested in various situations and so far nothing to complain about.A great mouse is accurate, ergonomic and fast, providing comfort and efficiency in long sessions.Product well packed, super fast seller, arrived intact, very beautiful mouse I am very satisfied.Very good quality product, shipped with all items and accessories. Compatible with the ad description. Super light mouse and yummy to use.Great cost-effective! Quality product, exceeded my expectations. I recommend the purchase! OkkkkkkkkkkkkkBox came damaged but the mouse is great, itï¿½s light weight and small. Battery seems to last long and came with some cool stickers. Definitely recommend and ships fastsMouse arrived smoothly and well packed. Accompanies various accessories and seems to be well built. Satisfied with the purchase.Excellent mouse, I was prejudiced with wireless peripherals but this mouse surprised me. Picked up by 95 and delivers very, very light and slightly smaller than reDRagon's G105, 1Ms 1000HzThe first impression is very good, I'm afraid of how much trouble you will have during use, but so far there is no problem it's small, light and pretty. If you don't have a big problem with this price, I would like to eat it at a cost-effective cost.Arrived in 11 days in Parï¿½, it seems Mt good, I already tested, extremely light. Until now I'm EnjoyingI loved this mouse, it is very good, there is no delay and it is wireless. This grip tape is very good, I loved it. I advise buying him.Came with the box a little bit broken, but it's in great condition! Super recommend.Very surprised by the quality. Good construction and looks durable. I'll buy more times. I recommend it. Unfortunately the taxadde complicating everythingGreat cost-effective! Quality product, exceeded my expectations. I recommend the purchase! OkkkkkkkkkkkkkGreat cost-effective! Quality product, exceeded my expectations. I recommend the purchase! OkkkkkkkkkkkkkGreat cost-effective! Quality product, exceeded my expectations. I recommend the purchase! OkkkkkkGreat cost-effective! Quality product, exceeded my expectations. I recommend the purchase! OkkkkkkkkkkkkkPerfect, working perfectly... Excellent mouse : )",https://www.aliexpress.com/item/1005007011454787.html?algo_pvid=929448dc-4f95-40ab-9765-ba6f63426310&aem_p4p_detail=202411161036241489448807527200002833565&algo_exp_id=929448dc-4f95-40ab-9765-ba6f63426310-11&pdp_npi=4%40dis%21PKR%2120473.97%218599.21%21%21%21531.42%21223.20%21%40210101f517317821840102366eccbd%2112000039058809541%21sea%21PK%210%21ABX&curPageLogUid=FgXoJ5opggU1&utparam-url=scene%3Asearch%7Cquery_from%3A&search_p4p_id=202411161036241489448807527200002833565_3,Positive
232,"Box came a little scratched but the mouse is amazing!! It replaced my corded mouseWas an excellent purchase. I will buy more times. The mouse is perfect! Super I indicate the seller and the product arrived well before the deadline!amazing mouse only issue is when itï¿½s low on battery it will disconnect and reconnectEverything arrived in order and working perfectly, good mouse, tested in various situations and so far nothing to complain about.box came in damaged and they did not inform me that they delivered the mouse it also comes with the grips even if you donï¿½t get the pro the grips is pretty good and the mouse was fine box was just cookedAmazing mouse for the dollar and good seller too very satisfied with this purchase!Mt bombSuper smooth and definitely worth the price. The glide is super good and better than the last mouse I hadVery well mouse and a very good sale priceTop too much I am already using 1 month and still not dischargedVery good, I recommend the very good store, I recommend the very good store, I recommend the very good store, I recommend the storeGreat product, came everything as described and without problems. Super light and very beautiful mouse! The delivery was also great, arrived 4 days in advance. Highly recommend, can go without fear. OBS: I haven't tested it yet, because there are a few pieces missing, but from the feedbacks, there is no error.Quite light, battery lasts long and not to mention the quality of the sensor. Note 10Nothing to complain about!! All in excellent condition, the package, did not come anything doused, came long before the deadline, the Ali Express put for November, one month, was delivered about 15 days in advance!! Sensational, it's very worth it!An excellent mouse and very little I would recommend it really fast and goodWorks very well it's little comfortable and you get a free gripsApparently very good mouse despite very light, I found it worth it for the amount (I paid 118,00)Too good, I paid $150,00 with taxes included and it was very worthwhile! (comes with the grips too)The mouse arrived in 15 days, arrived perfect. It is very light and accurate.Everything came right. 2.4Hz cable and connector. I did not test the Bluetooth mode. So far, it's all right. 1000Hz of poling hate, 26K of DPI. I bought it thinking it was the pro, but I was wrong. Battery arrived with 80% and has not discharged anything yet. I used it for about 4hrs. The delivery time was faster than expected.",https://www.aliexpress.com/item/1005007131253010.html?algo_pvid=929448dc-4f95-40ab-9765-ba6f63426310&algo_exp_id=929448dc-4f95-40ab-9765-ba6f63426310-12&pdp_npi=4%40dis%21PKR%2116097.31%218692.44%21%21%21417.82%21225.62%21%40210101f517317821840102366eccbd%2112000039716830216%21sea%21PK%210%21ABX&curPageLogUid=itZCTaqoJ5FQ&utparam-url=scene%3Asearch%7Cquery_from%3A,Positive
233,,https://www.aliexpress.com/item/1005007851389623.html?algo_pvid=929448dc-4f95-40ab-9765-ba6f63426310&algo_exp_id=929448dc-4f95-40ab-9765-ba6f63426310-14&pdp_npi=4%40dis%21PKR%213207.36%211796.12%21%21%2183.25%2146.62%21%40210101f517317821840102366eccbd%2112000042597456870%21sea%21PK%210%21ABX&curPageLogUid=rm55j1mMOmhR&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
234,"Everything is fine, the mouse is very nice, it was reDRagon M908 and it has a thicker and much stronger wire, the plastic is nice, very satisfied and not disappointed in this company :)Class Misha, I take 4 time. Recently fell on the pidloga and the number of people stopped running) Waking up new, Hai Bude)Works perfect, the battery well and the point against it is a bit heavyThis is not the first time I have already taken mice red Dregon. The quality is super. Posto tuneup, the key stroke and wheel are excellent. In the application, you can set the backlight as you please. Assign any combinations to the Keys. Recommend for purchaseThe construction of the mouse is very good, above average. Came very well packed. However, the reDRagon does not place the shipping stamp conformal (aka love tax). I was taxed again and had to go to the Post Office.It was long in coming, but it finally came. I like this model more than the other one, since it is heathed. ODE like a conventional mause. It has good material and very complete with usb-c cable and its wireless receiver.Came very quickly. In the hand is comfortable, works perfectly. The plastic packaging is good, it is also a great giftThe mouse is cool, but it feels like the quality has dropped-the plastic is a little bit crooked compared to my older reDRagon M908, and the wire in the kit is a bit sharp-it feels like the fabric braid is bigger than the wire in it, as a result, it is felt to the touch that there is free space inside the wire. There is still a difference in the software for the key band-908 it is more functional and allows you to more flexibly adjust the mouse to suit your needs.The m913, which came with a hard case, is quite classy and has a great finish. It is a mouse with excellent grip and is supported by both wireless and wire. The macro-configurable key button is on the left side of the mouse, making it useful when playing. I recommend it! However, please note that the delivery is too slow to be patient.Everything is fine, the product arrived in timelooks goodis the best mouse for gamingtopI had problems with taxation and returned it. But I will try to buy again the mouse appears to be very goodGreat mouse, more it would be much better if I had N been extorting twice by this government from thieves... I paid the tax at the time of purchase... and they charged me again the full value of the product when it arrived on curitiba.I bought before the tax so as not to run the risk of paying a double fee, the delivery took time and passed the date, when I arrived in the country I had to pay the fee again practically the same value of the product. I don't even know what to sayGood MouseniceHardware brilliant. Love the slant of the keys on the side - very easy to feel which one you are using - brilliant? Very comfortable too. Software is difficult to understand, is individual for each mouse and has no manual. I'm using a Swiss keyboard and it has problems with accented letters and umlauts etc. like ï¿½ Only through quite a bit or experimentation did I figure out to use different keys and program them in the software for it to work fine. If you're happy to experiment or search forums - good mouse.Very good product",https://www.aliexpress.com/item/1005004662195682.html?algo_pvid=929448dc-4f95-40ab-9765-ba6f63426310&aem_p4p_detail=202411161036241489448807527200002833565&algo_exp_id=929448dc-4f95-40ab-9765-ba6f63426310-15&pdp_npi=4%40dis%21PKR%2122216.14%219552.55%21%21%2179.98%2134.39%21%40210101f517317821840102366eccbd%2112000030021622225%21sea%21PK%210%21ABX&curPageLogUid=gbaZmiUXtpkX&utparam-url=scene%3Asearch%7Cquery_from%3A&search_p4p_id=202411161036241489448807527200002833565_4,Positive
235,,https://www.aliexpress.com/item/1005005569591433.html?algo_pvid=929448dc-4f95-40ab-9765-ba6f63426310&algo_exp_id=929448dc-4f95-40ab-9765-ba6f63426310-17&pdp_npi=4%40dis%21PKR%219220.26%215071.30%21%21%21239.32%21131.63%21%40210101f517317821840102366eccbd%2112000033591421029%21sea%21PK%210%21ABX&curPageLogUid=K4IIQo8ggBrf&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
236,,https://www.aliexpress.com/item/1005004980977965.html?algo_pvid=929448dc-4f95-40ab-9765-ba6f63426310&algo_exp_id=929448dc-4f95-40ab-9765-ba6f63426310-18&pdp_npi=4%40dis%21PKR%21826.02%21789.91%21%21%2121.44%2120.50%21%40210101f517317821840102366eccbd%2112000031228788418%21sea%21PK%210%21ABX&curPageLogUid=XDAOE8FN5LmA&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
237,"Good mouse for the price, but it doesn't say how much load remaining you have despite that is pretty good, recommended, for delays in customs I ended up arriving 15 days after I had arrived in my country (it is the mouse on the left)It took some delivery, but the goods were right. The mouse is very light and good. However, there is a little click noise. The cursor movement is also good. It is said that there is a separate software, so I will install it and adjust it a little more. Originally, a mouse of the same name from other companies is in full swing in Korea, so I'm afraid to buy it, I was curious because it was a low price and a decent design. The mouse, a lot of satisfaction. And it is very good because the mouse sticker I gave you together feels tight and has good adhesion. The unattached state is a bit slippery, so it is recommended to attach and use it as much as possible. I hope you can use it for a long time without being broken. Satisfied anyway!everything is great its my second mouse of this type......,.........................................Excellent mouse for use of the day and for games in vague moments, worth a lot the priceGood footprint, as I wanted. Light. Very light.Nice budget mouse.For under $20 this mouse is great. With this shape I can palm grip or claw grip. I have 19cmX10cm (no thumb) hands and it fits very well. I have used a lot of mice and each time they would start to cramp up my fingers ( had the roccat kain and kone air). Because of how this mouse is shaped it took me a while to get used to it, but afterwards I can game or use it in long sessions with my pc. If you want a budget mouse and want a good palm grip or claw I would definitely recommend this mouse.I'm using 1 week, just amazing. Very ergonomic, beautiful and super light. I highly recommend.This mouse is actually really nice, the buttons are nice and clicky. They are a little mushy after like a month of use but replacement switches cost like a buck. Connection is good and battery lasts a while, over all really good budget mouse.What this mouse is good is slutty, I dare say that for the price I paid is the best I have ever used. I am a week using and I only carried once bizarre, not to mention that I play CS from time to time and he does not lose track, used Logitech's g300s and I don't regret changing. Only thing he is a little big (compared to what he used) although it is not much, so I am still adapting and it is very light as well. I recommend it.great quality and fast shippingIt's cool! Works perfect!decent mouse software easy to useI ordered a new mouse this one took so long to arriveit didnt even comeVery good mouse and light great qualityVery good, arrived relatively fast and is of great qualityGetting an Iranian mouse at this price is God's blessing to get these goods in Korea is free trade the blessing of I highly recommend the product.He is very good, very light and his footprint is very goodAmazing mouse, came very well packed, comes with grippy ribbons and is very beautiful, as well as being good at games",https://www.aliexpress.com/item/1005006448718996.html?algo_pvid=929448dc-4f95-40ab-9765-ba6f63426310&algo_exp_id=929448dc-4f95-40ab-9765-ba6f63426310-20&pdp_npi=4%40dis%21PKR%2112417.99%215712.38%21%21%21322.32%21148.27%21%40210101f517317821840102366eccbd%2112000037208306929%21sea%21PK%210%21ABX&curPageLogUid=CpvI2EprKCk9&utparam-url=scene%3Asearch%7Cquery_from%3A,Positive
238,"Nice mouse but it feels weird on my mouse pad the cable is nice length the material on this mouse feels scratchy good mouse to butterfly click, drag click, and a little for jitter clickingcame right feels good to be on a new mouseIt never came but I guess it was good anyways ima just type for extra coins so dabadabdoooioioooooooI have not tried it yet but looks greatmouse as said very good mouseGoodnot gonna lie for a cheap mouse itï¿½s good, however there are some flaws with this mouse that makes me not like it, to start off the glide sucks it feels horrible on my mouse pad and on my table, something else i noticed is that you can hold down the side buttons while holding down left click/ any other button which is a big downside if your planning on gaming with this, lastly the rgb isnï¿½t bright enough to reach the scroll wheel. If your wondering yes this is also compatible with ps5 xbox one and series consolesvery good, got one for my father and its rlly good plus the rgb is pretty bright but super cool, i got a amazon one for the same amount and it was horribleProduct received as the description and works perfectlyItï¿½s good I used it on a yt video it was good for the priceNice mouse, lightweight and the ledï¿½s are surprisingly very brightworks good, but when you go to ï¿½flickï¿½ it stutters and skips alot. Good if you want to play a slow game or just as a computer mouse.MM rjebejdbe djdjdbdnjjjjijjjjjjjjjjjjjjjjjjjjjjjjjsjshsjdbdnxjdkslwkendjdnsndjsnsnsnsksksnsjsjsnsjsLooks great Thank you I have not tried it yet.the packaging ingredientsgood mouse, sent me wrong colorKinda took long but was worth the wait100% got what i wantedItï¿½s never cameWorks perfectly",https://www.aliexpress.com/item/1005006405221571.html?algo_pvid=929448dc-4f95-40ab-9765-ba6f63426310&algo_exp_id=929448dc-4f95-40ab-9765-ba6f63426310-22&pdp_npi=4%40dis%21PKR%215862.25%212755.44%21%21%21152.16%2171.52%21%40210101f517317821840102366eccbd%2112000037047443449%21sea%21PK%210%21ABX&curPageLogUid=AWVOQF98eVOC&utparam-url=scene%3Asearch%7Cquery_from%3A,Positive
239,"I ordered for my new gaming laptop. it works great and has a good build quality like that of a Razr but for a more affordable price. Shipping took weeksCost bgoodGood product, worth it for the price. The other brands are already with prices for the sky. This one on a good mouse, very easy to set up and feels super comfortable.Enjoyed it very much, super recommend it. Impeccable quality, there is nothing bad, besides the import duties that are too much in Brazil. I'm sad. I have not received it because of customs, the seller is honest.Excellent mice, we have only wireless versions left in our stores, ordered two here at once (for a variety of different colors) and did not regret it. The boxes are solid, the weights are immediately put in the mouse (for lovers of heavy mice there are boxes for storing weights in the set). There are small changes relative to the past mouse, from the most noticeable-the braid is very soft, like a rope, which is not clear at first, whether there is a wire at all (on the previous mouse there is a thick braid) and there is no mug around the logo. Macros are recorded, the backlight changes. 10/10I was 2 days late, but it turned out to be even more convenient for me. Damage, no chips. Full package, reliable case for everything.Is a great product. I have had the wireless version for 3 years and I love it. You have the duality of using it to play and for work I play less and less but in terms of productivity, macros are 100% necessaryThere is an internal memory. The settings are saved easily, without dancing with a tambourine, including color. Can be used at work without installing software. The only thing left for me is to find out if the recorded macros are saved, and if there is a typing of a text phrase by pressing a button.Mouse norms, took a discount in reserve. Compared to the older revision of the M908, the new plastic is slightly curved and the braid on the cable is wider than the hole inside it, which makes the inner cavity in the wire feelVery good pc mouse, it feels premium and the size is perfect for us with larger hands!New experience. Unusual after 12 years with Razer Naga HexEqual to the image fulfills its function to be well protected and arrived quicklyReplaced my useless wireless Razer Naga Pro. No problems at all although the mouse clicker is a bit tougher to press so keep that in mind!I really liked it very nice it feels good quality how bad it takes too long but I think it was because of the weather thank youExcellent quality, good price, I arrived very fast, I recommend it to the 100%, it works very well, just what I needed, being that way I would buy it again with a closed eye without any problem.Came in great condition, and it is very comfortable, I found the buttons very easy to use, very recommendedgood product, clean order. Nice experience by buying in this shop, i recommend. if you wanna be a pro in the games, buy thisAmazing product. But seller does not know how to post to Brazil. declaration of payment of fees not made. Generate the tax and delay in delivery.Enjoyed it very much, super recommend it. Impeccable quality, there is nothing bad, besides the import duties that are too much in Brazil. I'm sad. I have not received it because of customs, the seller is honest.Enjoyed it very much, super recommend it. Impeccable quality, there is nothing bad, besides the import duties that are too much in Brazil. I'm sad. I have not received it because of customs, the seller is honest.",https://www.aliexpress.com/item/1005004662473912.html?algo_pvid=929448dc-4f95-40ab-9765-ba6f63426310&aem_p4p_detail=202411161036241489448807527200002833565&algo_exp_id=929448dc-4f95-40ab-9765-ba6f63426310-23&pdp_npi=4%40dis%21PKR%2114438.55%216208.19%21%21%2151.98%2122.35%21%40210101f517317821840102366eccbd%2112000038640269222%21sea%21PK%210%21ABX&curPageLogUid=lETD1zohNuoh&utparam-url=scene%3Asearch%7Cquery_from%3A&search_p4p_id=202411161036241489448807527200002833565_6,Positive
240,,https://www.aliexpress.com/item/1005007066774649.html?algo_pvid=929448dc-4f95-40ab-9765-ba6f63426310&algo_exp_id=929448dc-4f95-40ab-9765-ba6f63426310-25&pdp_npi=4%40dis%21PKR%218796.85%218034.02%21%21%21228.33%21208.53%21%40210101f517317821840102366eccbd%2112000039297411204%21sea%21PK%210%21ABX&curPageLogUid=hCriLJmKzrsv&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
241,,https://www.aliexpress.com/item/1005005825692415.html?algo_pvid=929448dc-4f95-40ab-9765-ba6f63426310&aem_p4p_detail=202411161036241489448807527200002833565&algo_exp_id=929448dc-4f95-40ab-9765-ba6f63426310-27&pdp_npi=4%40dis%21PKR%2120980.06%217972.03%21%21%2175.53%2128.70%21%40210101f517317821840102366eccbd%2112000040094852859%21sea%21PK%210%21ABX&curPageLogUid=D0WY7pv6tmL7&utparam-url=scene%3Asearch%7Cquery_from%3A&search_p4p_id=202411161036241489448807527200002833565_7,NR
242,,https://www.aliexpress.com/item/1005006743691875.html?algo_pvid=929448dc-4f95-40ab-9765-ba6f63426310&algo_exp_id=929448dc-4f95-40ab-9765-ba6f63426310-29&pdp_npi=4%40dis%21PKR%211608.11%211429.94%21%21%2141.74%2137.11%21%40210101f517317821840102366eccbd%2112000038162046792%21sea%21PK%210%21ABX&curPageLogUid=T801uClkRIXV&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
243,,https://www.aliexpress.com/item/1005004261104691.html?algo_pvid=929448dc-4f95-40ab-9765-ba6f63426310&aem_p4p_detail=202411161036241489448807527200002833565&algo_exp_id=929448dc-4f95-40ab-9765-ba6f63426310-31&pdp_npi=4%40dis%21PKR%215277.65%212163.83%21%21%2119.00%217.79%21%40210101f517317821840102366eccbd%2112000028556095403%21sea%21PK%210%21ABX&curPageLogUid=bXdS7MlLBlh9&utparam-url=scene%3Asearch%7Cquery_from%3A&search_p4p_id=202411161036241489448807527200002833565_8,NR
244,,https://www.aliexpress.com/item/1005006222486269.html?algo_pvid=929448dc-4f95-40ab-9765-ba6f63426310&algo_exp_id=929448dc-4f95-40ab-9765-ba6f63426310-32&pdp_npi=4%40dis%21PKR%218142.66%214397.07%21%21%21211.35%21114.13%21%40210101f517317821840102366eccbd%2112000036371185107%21sea%21PK%210%21ABX&curPageLogUid=BskwRUJbthaN&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
245,,https://www.aliexpress.com/item/1005005983401755.html?algo_pvid=929448dc-4f95-40ab-9765-ba6f63426310&algo_exp_id=929448dc-4f95-40ab-9765-ba6f63426310-34&pdp_npi=4%40dis%21PKR%214171.69%212294.27%21%21%21108.28%2159.55%21%40210101f517317821840102366eccbd%2112000035183860939%21sea%21PK%210%21ABX&curPageLogUid=A2Ng1sbNoHhs&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
246,,https://www.aliexpress.com/item/1005005935808665.html?algo_pvid=929448dc-4f95-40ab-9765-ba6f63426310&aem_p4p_detail=202411161036241489448807527200002833565&algo_exp_id=929448dc-4f95-40ab-9765-ba6f63426310-35&pdp_npi=4%40dis%21PKR%2111479.86%216313.79%21%21%21297.97%21163.88%21%40210101f517317821840102366eccbd%2112000034923149850%21sea%21PK%210%21ABX&curPageLogUid=QiW4JqKWigeJ&utparam-url=scene%3Asearch%7Cquery_from%3A&search_p4p_id=202411161036241489448807527200002833565_9,NR
247,I arrived in a very short timeHFIGood materialI'm very satisfied.Excellent!!!,https://www.aliexpress.com/item/1005004744602775.html?algo_pvid=929448dc-4f95-40ab-9765-ba6f63426310&algo_exp_id=929448dc-4f95-40ab-9765-ba6f63426310-37&pdp_npi=4%40dis%21PKR%2113333.02%219333.11%21%21%2148.00%2133.60%21%40210101f517317821840102366eccbd%2112000030316680206%21sea%21PK%210%21ABX&curPageLogUid=vsvHa7UvfzyB&utparam-url=scene%3Asearch%7Cquery_from%3A,Positive
248,,https://www.aliexpress.com/item/1005007944547125.html?algo_pvid=929448dc-4f95-40ab-9765-ba6f63426310&algo_exp_id=929448dc-4f95-40ab-9765-ba6f63426310-38&pdp_npi=4%40dis%21PKR%217555.51%213853.46%21%21%21196.11%21100.02%21%40210101f517317821840102366eccbd%2112000042959985210%21sea%21PK%210%21ABX&curPageLogUid=9IbiJIny8sWy&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
249,,https://www.aliexpress.com/item/1005007619880541.html?algo_pvid=929448dc-4f95-40ab-9765-ba6f63426310&algo_exp_id=929448dc-4f95-40ab-9765-ba6f63426310-40&pdp_npi=4%40dis%21PKR%212021.12%211940.57%21%21%2152.46%2150.37%21%40210101f517317821840102366eccbd%2112000041530131507%21sea%21PK%210%21ABX&curPageLogUid=TAeWWrwNag4n&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
250,"Good quality mouse, bluetooth works perfectly on my laptop. The side buttons are not silent, while the top two do not make any noise when clicked.The mouse is good, rechargeable. The buttons are pressed softly and silently. The product was delivered within 14 days.The mouse is good, rechargeable. The buttons are pressed softly and silently. The product was delivered within 14 days.Very good product and fast shipping. It's fits very good in hand. I highly recomand it to ever one!!!Everything is working. The design of the mouse was very beautiful. Lights up in different colors. The mouse can be charged via a USB cable. The mouse has 3 additional buttons + 2 main ones (left hand) and + wheel. There is a slight sound when spinning the wheel. But these are minor things. Overall a very high quality mouse.Very good product and fast shipping. It's fits very good in hand. I highly recomand it to ever one!!!arrived well ahead of the delivery date. I was amazed at the quality of the product. I recommend it.arrived well ahead of the delivery date. I was amazed at the quality of the product. I recommend it.I likedI likedExcellent I liked itthe product is good for its price although quite vulnerable. So don't drop it.Product is good with that price, but quite vulnerable. So just don't drop it.Everything is working. The design of the mouse was very beautiful. Lights up in different colors. The mouse can be charged via a USB cable. The mouse has 3 additional buttons + 2 main ones (left hand) and + wheel. There is a slight sound when spinning the wheel. But these are minor things. Overall a very high quality mouse.The mouse is good, rechargeable. The buttons are pressed softly and silently. The product was delivered within 14 days.Very good product and fast shipping. It's fits very good in hand. I highly recomand it to ever one!!!Excellent I liked itarrived well ahead of the delivery date. I was amazed at the quality of the product. I recommend it.",https://www.aliexpress.com/item/1005007828452782.html?algo_pvid=929448dc-4f95-40ab-9765-ba6f63426310&algo_exp_id=929448dc-4f95-40ab-9765-ba6f63426310-41&pdp_npi=4%40dis%21PKR%217316.49%211827.73%21%21%2126.34%216.58%21%40210101f517317821840102366eccbd%2112000042357988377%21sea%21PK%210%21ABX&curPageLogUid=juk2R6bxIflU&utparam-url=scene%3Asearch%7Cquery_from%3A,Positive
251,Good cost benefitI bought it cheap. It's okay to write in the office.,https://www.aliexpress.com/item/1005007850898729.html?algo_pvid=929448dc-4f95-40ab-9765-ba6f63426310&algo_exp_id=929448dc-4f95-40ab-9765-ba6f63426310-44&pdp_npi=4%40dis%21PKR%211555.33%21886.50%21%21%2140.37%2123.01%21%40210101f517317821840102366eccbd%2112000042597430554%21sea%21PK%210%21ABX&curPageLogUid=lQ6psu02DfOk&utparam-url=scene%3Asearch%7Cquery_from%3A,Positive
252,,https://www.aliexpress.com/item/1005007160758651.html?algo_pvid=929448dc-4f95-40ab-9765-ba6f63426310&algo_exp_id=929448dc-4f95-40ab-9765-ba6f63426310-45&pdp_npi=4%40dis%21PKR%21801.36%21765.25%21%21%2120.80%2119.86%21%40210101f517317821840102366eccbd%2112000039654461300%21sea%21PK%210%21ABX&curPageLogUid=SASl7uWR4FcS&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
253,,https://www.aliexpress.com/item/1005007397967785.html?algo_pvid=929448dc-4f95-40ab-9765-ba6f63426310&algo_exp_id=929448dc-4f95-40ab-9765-ba6f63426310-46&pdp_npi=4%40dis%21PKR%2114691.46%217786.28%21%21%21381.33%21202.10%21%40210101f517317821840102366eccbd%2112000040582616557%21sea%21PK%210%21ABX&curPageLogUid=bgM63ubrFGuV&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
254,,https://www.aliexpress.com/item/1005006756452012.html?algo_pvid=929448dc-4f95-40ab-9765-ba6f63426310&algo_exp_id=929448dc-4f95-40ab-9765-ba6f63426310-48&pdp_npi=4%40dis%21PKR%2113605.23%2111835.83%21%21%2148.98%2142.61%21%40210101f517317821840102366eccbd%2112000038230992372%21sea%21PK%210%21ABX&curPageLogUid=uwkrGqQ3sQlC&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
255,,https://www.aliexpress.com/item/1005006222460559.html?algo_pvid=929448dc-4f95-40ab-9765-ba6f63426310&algo_exp_id=929448dc-4f95-40ab-9765-ba6f63426310-50&pdp_npi=4%40dis%21PKR%217962.35%214299.60%21%21%21206.67%21111.60%21%40210101f517317821840102366eccbd%2112000036348620623%21sea%21PK%210%21ABX&curPageLogUid=vMxVbn8lva5O&utparam-url=scene%3Asearch%7Cquery_from%3A,NR
256,,https://www.aliexpress.com/item/1005008065059383.html?algo_pvid=929448dc-4f95-40ab-9765-ba6f63426310&aem_p4p_detail=202411161036241489448807527200002833565&algo_exp_id=929448dc-4f95-40ab-9765-ba6f63426310-51&pdp_npi=4%40dis%21PKR%212288.83%212086.06%21%21%218.24%217.51%21%40210101f517317821840102366eccbd%2112000043512722087%21sea%21PK%210%21ABX&curPageLogUid=yosC96p0hpaD&utparam-url=scene%3Asearch%7Cquery_from%3A&search_p4p_id=202411161036241489448807527200002833565_13,NR
